file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc
LIB-MJ092-B4_01.11	k127_230528	1	38035	49230	True	PNAG-pga				k127_230528
LIB-MJ092-B4_01.11	k127_265315	1	28879	48296	False	cellulose-like				k127_265315
LIB-MJ339-D7_03.53	k127_973070	1	3720	15685	True	curdlan-like				k127_973070
LIB-MJ339-D7_03.53	k127_1978847	1	9837	23425	True	wzy_dependent_putative				k127_1978847
LIB-MJ140-E2_02.12	k127_271570	1	37920	90602	False	wzy_dependent_putative				k127_271570
LIB-MJ140-E2_02.12	k127_99596	1	158	24929	True	wzy_dependent_putative				k127_99596
LIB-MJ227-F11_02.13	k127_290952	1	0	25550	True	wzy_dependent_putative_NO_OPX				k127_290952
LIB-MJ093-B9_02.15	k127_181637	1	2513	12898	True	wzy_dependent_putative_NO_OPX				k127_181637
LIB-MJ255-E5_02.20	k127_362121	1	0	30498	True	wzy_dependent_putative_NO_OPX				k127_362121
LIB-MJ195-B1_01.11	k127_192750	1	0	10755	True	wzy_dependent_putative_NO_OPX				k127_192750
LIB-MJ413-C1_01.28	k127_52441	1	0	21629	True	alginate				k127_52441
LIB-MJ413-C1_01.28	k127_226345	1	3107	14868	True	PNAG-pga				k127_226345
LIB-MJ334-B12_01.16	k127_115960	1	0	7178	True	PNAG-pga-like				k127_115960
LIB-MJ192-G9_04.2	k127_297081	1	733	13242	True	ABC_wzy_dependent_putative				k127_297081
LIB-MJ192-G9_04.2	k127_264472	1	0	21613	True	wzy_dependent_putative				k127_264472
LIB-MJ192-G9_04.2	k127_63703	1	0	18299	True	ABC_wzy_dependent_putative				k127_63703
LIB-MJ199-F8_04.5	k127_11502	1	0	12458	True	wzy_dependent_putative_NO_OPX				k127_11502
LIB-MJ305-E9_04.9	k127_158946	1	0	16408	True	ABC_wzy_dependent_putative				k127_158946
LIB-MJ389-D6_03.29	k127_3854	1	11098	47033	True	wzy_dependent_putative				k127_3854
LIB-MJ389-D6_03.29	k127_22219	1	17644	43375	True	wzy_dependent_putative				k127_22219
LIB-MJ259-A2_04.12	k127_394935	1	0	12107	True	wzy_dependent_putative				k127_394935
LIB-MJ259-A2_04.12	k127_462651	1	0	10094	True	ABC_wzy_dependent_putative				k127_462651
LIB-MJ176-F2_03.1	k127_32405	1	0	3300	True	PNAG-pga-like				k127_32405
LIB-MJ260-C7_01.5	k127_120638	1	0	4183	True	cellulose-like				k127_120638
LIB-MJ198-F6_03.29	k127_216995	1	0	9578	True	cellulose-like				k127_216995
LIB-MJ338-H11_04.19	k127_239838	1	18799	81453	True	wzy_dependent_putative				k127_239838
LIB-MJ338-H11_04.19	k127_5097	1	39729	94240	True	wzy_dependent_putative				k127_5097
LIB-MJ338-H11_04.19	k127_109124	1	0	17969	True	wzy_dependent_putative				k127_109124
LIB-MJ338-H11_04.19	k127_35950	1	54375	101050	True	ABC_dependent_putative_NO_OPX				k127_35950
LIB-MJ338-H11_04.19	k127_77237	1	0	20692	True	wzy_dependent_putative				k127_77237
LIB-MJ334-D7_01.12	k127_31584	1	0	11802	True	PNAG-ica-like				k127_31584
LIB-MJ260-C7_01.26	k127_285933	1	0	5811	True	ABC_wzy_dependent_putative_NO_OPX				k127_285933
LIB-MJ260-C7_01.26	k127_247462	1	0	15815	True	wzy_dependent_putative_NO_OPX				k127_247462
LIB-MJ130-F1_01.16	k127_186872	1	30182	42980	False	cellulose-like				k127_186872
LIB-MJ389-G11_03.3	k127_14711	1	0	5193	True	cellulose-like				k127_14711
LIB-MJ389-G11_03.3	k127_26603	1	3483	14603	True	cellulose-like				k127_26603
LIB-MJ343-C4_01_v_LIB-MJ409-E11_01.14	k127_41279	1	0	7994	True	cellulose-like				k127_41279
LIB-MJ231-C11_04.1	k127_14436	1	20960	36562	False	PNAG-pga				k127_14436
LIB-MJ231-C11_04.1	k127_32555	1	6514	19759	False	PNAG-pga-like				k127_32555
LIB-MJ305-F2_04.42	k127_268673	1	5400	22722	True	wzy_dependent_putative_NO_OPX				k127_268673
LIB-MJ148-G5_02.23	k127_115982	1	32720	76653	False	wzy_dependent_putative_NO_OPX				k127_115982
LIB-MJ306-D8_01.9	k127_29593	1	12475	35495	True	type-2-cellulose				k127_29593
LIB-MJ306-D8_01.9	k127_69782	1	0	3248	True	cellulose-like				k127_69782
LIB-MJ344-F2_04.14	k127_210461	1	2974	48018	True	wzy_dependent_putative_NO_OPX				k127_210461
LIB-MJ344-F2_04.14	k127_157469	1	24998	62976	True	wzy_dependent_putative				k127_157469
LIB-MJ390-D5_03.25	k127_78310	1	1839	13923	True	wzy_dependent_putative_NO_OPX				k127_78310
LIB-MJ305-F8_04.2	k127_162261	1	1338	42029	True	wzy_dependent_putative				k127_162261
LIB-MJ338-E1_04.11	k127_3628	1	0	13533	True	wzy_dependent_putative				k127_3628
LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.4	k127_246807	1	0	7298	True	pel-like				k127_246807
LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.4	k127_255988	1	0	16207	True	wzy_dependent_putative				k127_255988
LIB-MJ130-F1_01.11	k127_90633	1	0	9767	True	pel-like				k127_90633
LIB-MJ093-D1_02.5	k127_141275	1	0	11474	True	wzy_dependent_putative				k127_141275
LIB-MJ390-D2_03.23	k127_154266	1	7148	33304	True	wzy_dependent_putative				k127_154266
LIB-MJ172-E7_04.3	k127_620815	1	7547	19394	True	curdlan-like				k127_620815
LIB-MJ130-D4_01.12	k127_27250	1	0	13236	True	wzy_dependent_putative_NO_OPX				k127_27250
